age_equ,score,for,type
4.3-4.5,66,teacher_caregiver,sl
4.6-4.8,67,teacher_caregiver,sl
4.9-4.11,68,teacher_caregiver,sl
5.3-5.5,69,teacher_caregiver,sl
>5.11,70,teacher_caregiver,sl
>5.11,71,teacher_caregiver,sl
>5.11,72,teacher_caregiver,sl
<2.0,0,teacher_caregiver,hs
<2.0,1,teacher_caregiver,hs
<2.0,2,teacher_caregiver,hs
<2.0,3,teacher_caregiver,hs
<2.0,4,teacher_caregiver,hs
<2.0,5,teacher_caregiver,hs
<2.0,6,teacher_caregiver,hs
<2.0,7,teacher_caregiver,hs
<2.0,8,teacher_caregiver,hs
<2.0,9,teacher_caregiver,hs
<2.0,10,teacher_caregiver,hs
<2.0,11,teacher_caregiver,hs
<2.0,12,teacher_caregiver,hs
<2.0,13,teacher_caregiver,hs
<2.0,14,teacher_caregiver,hs
<2.0,15,teacher_caregiver,hs
<2.0,16,teacher_caregiver,hs
<2.0,17,teacher_caregiver,hs
<2.0,18,teacher_caregiver,hs
<2.0,19,teacher_caregiver,hs
<2.0,20,teacher_caregiver,hs
<2.0,21,teacher_caregiver,hs
<2.0,22,teacher_caregiver,hs
<2.0,23,teacher_caregiver,hs
<2.0,24,teacher_caregiver,hs
<2.0,25,teacher_caregiver,hs
<2.0,26,teacher_caregiver,hs
<2.0,27,teacher_caregiver,hs
<2.0,28,teacher_caregiver,hs
<2.0,29,teacher_caregiver,hs
<2.0,30,teacher_caregiver,hs
<2.0,31,teacher_caregiver,hs
<2.0,32,teacher_caregiver,hs
<2.0,33,teacher_caregiver,hs
<2.0,34,teacher_caregiver,hs
<2.0,35,teacher_caregiver,hs
<2.0,36,teacher_caregiver,hs
<2.0,37,teacher_caregiver,hs
<2.0,38,teacher_caregiver,hs
<2.0,39,teacher_caregiver,hs
<2.0,40,teacher_caregiver,hs
<2.0,41,teacher_caregiver,hs
<2.0,42,teacher_caregiver,hs
<2.0,43,teacher_caregiver,hs
<2.0,44,teacher_caregiver,hs
<2.0,45,teacher_caregiver,hs
<2.0,46,teacher_caregiver,hs
<2.0,47,teacher_caregiver,hs
<2.0,48,teacher_caregiver,hs
<2.0,49,teacher_caregiver,hs
<2.0,50,teacher_caregiver,hs
<2.0,51,teacher_caregiver,hs
<2.0,52,teacher_caregiver,hs
<2.0,53,teacher_caregiver,hs
<2.0,54,teacher_caregiver,hs
<2.0,55,teacher_caregiver,hs
<2.0,56,teacher_caregiver,hs
<2.0,57,teacher_caregiver,hs
<2.0,58,teacher_caregiver,hs
<2.0,59,teacher_caregiver,hs
<2.0,60,teacher_caregiver,hs
<2.0,61,teacher_caregiver,hs
<2.0,62,teacher_caregiver,hs
<2.0,63,teacher_caregiver,hs
2.0-2.2,37,teacher_caregiver,hs
2.0-2.2,38,teacher_caregiver,hs
2.0-2.2,39,teacher_caregiver,hs
2.3-2.5,40,teacher_caregiver,hs
2.3-2.5,41,teacher_caregiver,hs
2.6-2.8,42,teacher_caregiver,hs
2.6-2.8,43,teacher_caregiver,hs
2.6-2.8,44,teacher_caregiver,hs
2.9-2.11,45,teacher_caregiver,hs
2.9-2.11,46,teacher_caregiver,hs
3.0-3.2,47,teacher_caregiver,hs
3.0-3.2,48,teacher_caregiver,hs
3.3-3.5,49,teacher_caregiver,hs
3.3-3.5,50,teacher_caregiver,hs
3.6-3.8,51,teacher_caregiver,hs
3.9-3.11,52,teacher_caregiver,hs
4.0-4.2,53,teacher_caregiver,hs
4.3-4.5,54,teacher_caregiver,hs
4.6-4.8,55,teacher_caregiver,hs
5.3-5.5,56,teacher_caregiver,hs
>5.11,57,teacher_caregiver,hs
>5.11,58,teacher_caregiver,hs
>5.11,59,teacher_caregiver,hs
>5.11,60,teacher_caregiver,hs
<2.0,0,teacher_caregiver,ls
<2.0,1,teacher_caregiver,ls
<2.0,2,teacher_caregiver,ls
<2.0,3,teacher_caregiver,ls
<2.0,4,teacher_caregiver,ls
<2.0,5,teacher_caregiver,ls
<2.0,6,teacher_caregiver,ls
<2.0,7,teacher_caregiver,ls
<2.0,8,teacher_caregiver,ls
<2.0,9,teacher_caregiver,ls
<2.0,10,teacher_caregiver,ls
<2.0,11,teacher_caregiver,ls
<2.0,12,teacher_caregiver,ls
<2.0,13,teacher_caregiver,ls
<2.0,14,teacher_caregiver,ls
<2.0,15,teacher_caregiver,ls
<2.0,16,teacher_caregiver,ls
<2.0,17,teacher_caregiver,ls
<2.0,18,teacher_caregiver,ls
<2.0,19,teacher_caregiver,ls
<2.0,20,teacher_caregiver,ls
<2.0,21,teacher_caregiver,ls
<2.0,22,teacher_caregiver,ls
<2.0,23,teacher_caregiver,ls
<2.0,24,teacher_caregiver,ls
<2.0,25,teacher_caregiver,ls
<2.0,26,teacher_caregiver,ls
<2.0,27,teacher_caregiver,ls
<2.0,28,teacher_caregiver,ls
<2.0,29,teacher_caregiver,ls
<2.0,30,teacher_caregiver,ls
<2.0,31,teacher_caregiver,ls
<2.0,32,teacher_caregiver,ls
<2.0,33,teacher_caregiver,ls
<2.0,34,teacher_caregiver,ls
<2.0,35,teacher_caregiver,ls
<2.0,36,teacher_caregiver,ls
<2.0,37,teacher_caregiver,ls
<2.0,38,teacher_caregiver,ls
<2.0,39,teacher_caregiver,ls
<2.0,40,teacher_caregiver,ls
<2.0,41,teacher_caregiver,ls
<2.0,42,teacher_caregiver,ls
<2.0,43,teacher_caregiver,ls
<2.0,44,teacher_caregiver,ls
<2.0,45,teacher_caregiver,ls
<2.0,46,teacher_caregiver,ls
<2.0,47,teacher_caregiver,ls
<2.0,48,teacher_caregiver,ls
<2.0,49,teacher_caregiver,ls
2.0-2.2,50,teacher_caregiver,ls
2.0-2.2,51,teacher_caregiver,ls
2.3-2.5,52,teacher_caregiver,ls
2.3-2.5,53,teacher_caregiver,ls
2.6-2.8,54,teacher_caregiver,ls
2.6-2.8,55,teacher_caregiver,ls
2.9-2.11,56,teacher_caregiver,ls
3.0-3.2,57,teacher_caregiver,ls
3.0-3.2,58,teacher_caregiver,ls
3.3-3.5,59,teacher_caregiver,ls
3.6-3.8,60,teacher_caregiver,ls
3.9-3.11,61,teacher_caregiver,ls
4.0-4.2,62,teacher_caregiver,ls
4.3-4.5,63,teacher_caregiver,ls
4.6-4.8,64,teacher_caregiver,ls
4.9-4.11,65,teacher_caregiver,ls
5.3-5.5,66,teacher_caregiver,ls
>5.11,67,teacher_caregiver,ls
>5.11,68,teacher_caregiver,ls
>5.11,69,teacher_caregiver,ls
<2.0,0,teacher_caregiver,sc
<2.0,1,teacher_caregiver,sc
<2.0,2,teacher_caregiver,sc
<2.0,3,teacher_caregiver,sc
<2.0,4,teacher_caregiver,sc
<2.0,5,teacher_caregiver,sc
<2.0,6,teacher_caregiver,sc
<2.0,7,teacher_caregiver,sc
<2.0,8,teacher_caregiver,sc
<2.0,9,teacher_caregiver,sc
<2.0,10,teacher_caregiver,sc
<2.0,11,teacher_caregiver,sc
<2.0,12,teacher_caregiver,sc
<2.0,13,teacher_caregiver,sc
<2.0,14,teacher_caregiver,sc
<2.0,15,teacher_caregiver,sc
<2.0,16,teacher_caregiver,sc
<2.0,17,teacher_caregiver,sc
<2.0,18,teacher_caregiver,sc
<2.0,19,teacher_caregiver,sc
<2.0,20,teacher_caregiver,sc
<2.0,21,teacher_caregiver,sc
<2.0,22,teacher_caregiver,sc
<2.0,23,teacher_caregiver,sc
<2.0,24,teacher_caregiver,sc
<2.0,25,teacher_caregiver,sc
<2.0,26,teacher_caregiver,sc
<2.0,27,teacher_caregiver,sc
<2.0,28,teacher_caregiver,sc
<2.0,29,teacher_caregiver,sc
<2.0,30,teacher_caregiver,sc
<2.0,31,teacher_caregiver,sc
<2.0,32,teacher_caregiver,sc
<2.0,33,teacher_caregiver,sc
<2.0,34,teacher_caregiver,sc
<2.0,35,teacher_caregiver,sc
<2.0,36,teacher_caregiver,sc
<2.0,37,teacher_caregiver,sc
<2.0,38,teacher_caregiver,sc
<2.0,39,teacher_caregiver,sc
<2.0,40,teacher_caregiver,sc
<2.0,41,teacher_caregiver,sc
<2.0,42,teacher_caregiver,sc
<2.0,43,teacher_caregiver,sc
<2.0,44,teacher_caregiver,sc
<2.0,45,teacher_caregiver,sc
<2.0,46,teacher_caregiver,sc
<2.0,47,teacher_caregiver,sc
<2.0,48,teacher_caregiver,sc
<2.0,49,teacher_caregiver,sc
<2.0,50,teacher_caregiver,sc
<2.0,51,teacher_caregiver,sc
2.0-2.2,52,teacher_caregiver,sc
2.0-2.2,53,teacher_caregiver,sc
2.0-2.2,54,teacher_caregiver,sc
2.3-2.5,55,teacher_caregiver,sc
2.3-2.5,56,teacher_caregiver,sc
2.3-2.5,57,teacher_caregiver,sc
2.6-2.8,58,teacher_caregiver,sc
2.6-2.8,59,teacher_caregiver,sc
2.6-2.8,60,teacher_caregiver,sc
2.9-2.11,61,teacher_caregiver,sc
2.9-2.11,62,teacher_caregiver,sc
3.0-3.2,63,teacher_caregiver,sc
3.0-3.2,64,teacher_caregiver,sc
3.3-3.5,65,teacher_caregiver,sc
3.3-3.5,66,teacher_caregiver,sc
3.6-3.8,67,teacher_caregiver,sc
3.9-3.11,68,teacher_caregiver,sc
4.0-4.2,69,teacher_caregiver,sc
4.3-4.5,70,teacher_caregiver,sc
4.6-4.8,71,teacher_caregiver,sc
5.3-5.5,72,teacher_caregiver,sc
>5.11,73,teacher_caregiver,sc
>5.11,74,teacher_caregiver,sc
>5.11,75,teacher_caregiver,sc
<2.0,0,teacher_caregiver,sd
<2.0,1,teacher_caregiver,sd
<2.0,2,teacher_caregiver,sd
<2.0,3,teacher_caregiver,sd
<2.0,4,teacher_caregiver,sd
<2.0,5,teacher_caregiver,sd
<2.0,6,teacher_caregiver,sd
<2.0,7,teacher_caregiver,sd
<2.0,8,teacher_caregiver,sd
<2.0,9,teacher_caregiver,sd
<2.0,10,teacher_caregiver,sd
<2.0,11,teacher_caregiver,sd
<2.0,12,teacher_caregiver,sd
<2.0,13,teacher_caregiver,sd
<2.0,14,teacher_caregiver,sd
<2.0,15,teacher_caregiver,sd
<2.0,16,teacher_caregiver,sd
<2.0,17,teacher_caregiver,sd
<2.0,18,teacher_caregiver,sd
<2.0,19,teacher_caregiver,sd
<2.0,20,teacher_caregiver,sd
<2.0,21,teacher_caregiver,sd
<2.0,22,teacher_caregiver,sd
<2.0,23,teacher_caregiver,sd
<2.0,24,teacher_caregiver,sd
<2.0,25,teacher_caregiver,sd
<2.0,26,teacher_caregiver,sd
<2.0,27,teacher_caregiver,sd
<2.0,28,teacher_caregiver,sd
<2.0,29,teacher_caregiver,sd
<2.0,30,teacher_caregiver,sd
<2.0,31,teacher_caregiver,sd
<2.0,32,teacher_caregiver,sd
<2.0,33,teacher_caregiver,sd
<2.0,34,teacher_caregiver,sd
<2.0,35,teacher_caregiver,sd
<2.0,36,teacher_caregiver,sd
<2.0,37,teacher_caregiver,sd
<2.0,38,teacher_caregiver,sd
<2.0,39,teacher_caregiver,sd
<2.0,40,teacher_caregiver,sd
<2.0,41,teacher_caregiver,sd
<2.0,42,teacher_caregiver,sd
2.0-2.2,43,teacher_caregiver,sd
2.0-2.2,44,teacher_caregiver,sd
2.0-2.2,45,teacher_caregiver,sd
2.3-2.5,46,teacher_caregiver,sd
2.3-2.5,47,teacher_caregiver,sd
2.6-2.8,48,teacher_caregiver,sd
2.6-2.8,49,teacher_caregiver,sd
2.9-2.11,50,teacher_caregiver,sd
2.9-2.11,51,teacher_caregiver,sd
3.0-3.2,52,teacher_caregiver,sd
3.0-3.2,53,teacher_caregiver,sd
3.3-3.5,54,teacher_caregiver,sd
3.3-3.5,55,teacher_caregiver,sd
3.6-3.8,56,teacher_caregiver,sd
3.6-3.8,57,teacher_caregiver,sd
3.9-3.11,58,teacher_caregiver,sd
3.9-3.11,59,teacher_caregiver,sd
4.0-4.2,60,teacher_caregiver,sd
4.3-4.5,61,teacher_caregiver,sd
4.6-4.8,62,teacher_caregiver,sd
4.9-4.11,63,teacher_caregiver,sd
5.6-5.8,64,teacher_caregiver,sd
5.9-5.11,65,teacher_caregiver,sd
>5.11,66,teacher_caregiver,sd
>5.11,67,teacher_caregiver,sd
>5.11,68,teacher_caregiver,sd
>5.11,69,teacher_caregiver,sd
<2.0,0,teacher_caregiver,soc
<2.0,1,teacher_caregiver,soc
<2.0,2,teacher_caregiver,soc
<2.0,3,teacher_caregiver,soc
<2.0,4,teacher_caregiver,soc
<2.0,5,teacher_caregiver,soc
<2.0,6,teacher_caregiver,soc
<2.0,7,teacher_caregiver,soc
<2.0,8,teacher_caregiver,soc
<2.0,9,teacher_caregiver,soc
<2.0,10,teacher_caregiver,soc
<2.0,11,teacher_caregiver,soc
<2.0,12,teacher_caregiver,soc
<2.0,13,teacher_caregiver,soc
<2.0,14,teacher_caregiver,soc
<2.0,15,teacher_caregiver,soc
<2.0,16,teacher_caregiver,soc
<2.0,17,teacher_caregiver,soc
<2.0,18,teacher_caregiver,soc
<2.0,19,teacher_caregiver,soc
<2.0,20,teacher_caregiver,soc
<2.0,21,teacher_caregiver,soc
<2.0,22,teacher_caregiver,soc
<2.0,23,teacher_caregiver,soc
<2.0,24,teacher_caregiver,soc
<2.0,25,teacher_caregiver,soc
<2.0,26,teacher_caregiver,soc
<2.0,27,teacher_caregiver,soc
<2.0,28,teacher_caregiver,soc
<2.0,29,teacher_caregiver,soc
<2.0,30,teacher_caregiver,soc
<2.0,31,teacher_caregiver,soc
<2.0,32,teacher_caregiver,soc
<2.0,33,teacher_caregiver,soc
<2.0,34,teacher_caregiver,soc
<2.0,35,teacher_caregiver,soc
<2.0,36,teacher_caregiver,soc
<2.0,37,teacher_caregiver,soc
<2.0,38,teacher_caregiver,soc
<2.0,39,teacher_caregiver,soc
<2.0,40,teacher_caregiver,soc
<2.0,41,teacher_caregiver,soc
<2.0,42,teacher_caregiver,soc
<2.0,43,teacher_caregiver,soc
<2.0,44,teacher_caregiver,soc
<2.0,45,teacher_caregiver,soc
<2.0,46,teacher_caregiver,soc
<2.0,47,teacher_caregiver,soc
<2.0,48,teacher_caregiver,soc
2.0-2.2,49,teacher_caregiver,soc
2.0-2.2,50,teacher_caregiver,soc
2.3-2.5,53,teacher_caregiver,soc
2.3-2.5,54,teacher_caregiver,soc
2.6-2.8,55,teacher_caregiver,soc
2.6-2.8,56,teacher_caregiver,soc
2.9-2.11,57,teacher_caregiver,soc
2.9-2.11,58,teacher_caregiver,soc
3.0-3.2,59,teacher_caregiver,soc
3.0-3.2,60,teacher_caregiver,soc
3.3-3.5,61,teacher_caregiver,soc
3.6-3.8,62,teacher_caregiver,soc
3.9-3.11,63,teacher_caregiver,soc
3.9-3.11,64,teacher_caregiver,soc
4.0-4.2,65,teacher_caregiver,soc
4.3-4.5,66,teacher_caregiver,soc
4.6-4.8,67,teacher_caregiver,soc
5.0-5.2,68,teacher_caregiver,soc
5.6-5.8,69,teacher_caregiver,soc
>5.11,70,teacher_caregiver,soc
>5.11,71,teacher_caregiver,soc
>5.11,72,teacher_caregiver,soc
<2.0,0,teacher_caregiver,mo
<2.0,1,teacher_caregiver,mo
<2.0,2,teacher_caregiver,mo
<2.0,3,teacher_caregiver,mo
<2.0,4,teacher_caregiver,mo
<2.0,5,teacher_caregiver,mo
<2.0,6,teacher_caregiver,mo
<2.0,7,teacher_caregiver,mo
<2.0,8,teacher_caregiver,mo
<2.0,9,teacher_caregiver,mo
<2.0,10,teacher_caregiver,mo
<2.0,11,teacher_caregiver,mo
<2.0,12,teacher_caregiver,mo
<2.0,13,teacher_caregiver,mo
<2.0,14,teacher_caregiver,mo
<2.0,15,teacher_caregiver,mo
<2.0,16,teacher_caregiver,mo
<2.0,17,teacher_caregiver,mo
<2.0,18,teacher_caregiver,mo
<2.0,19,teacher_caregiver,mo
<2.0,20,teacher_caregiver,mo
<2.0,21,teacher_caregiver,mo
<2.0,22,teacher_caregiver,mo
<2.0,23,teacher_caregiver,mo
<2.0,24,teacher_caregiver,mo
<2.0,25,teacher_caregiver,mo
<2.0,26,teacher_caregiver,mo
<2.0,27,teacher_caregiver,mo
<2.0,28,teacher_caregiver,mo
<2.0,29,teacher_caregiver,mo
<2.0,30,teacher_caregiver,mo
<2.0,31,teacher_caregiver,mo
<2.0,32,teacher_caregiver,mo
<2.0,33,teacher_caregiver,mo
<2.0,34,teacher_caregiver,mo
<2.0,35,teacher_caregiver,mo
<2.0,36,teacher_caregiver,mo
<2.0,37,teacher_caregiver,mo
<2.0,38,teacher_caregiver,mo
<2.0,39,teacher_caregiver,mo
<2.0,40,teacher_caregiver,mo
<2.0,41,teacher_caregiver,mo
<2.0,42,teacher_caregiver,mo
<2.0,43,teacher_caregiver,mo
<2.0,44,teacher_caregiver,mo
<2.0,45,teacher_caregiver,mo
<2.0,46,teacher_caregiver,mo
<2.0,47,teacher_caregiver,mo
<2.0,48,teacher_caregiver,mo
<2.0,49,teacher_caregiver,mo
<2.0,50,teacher_caregiver,mo
<2.0,51,teacher_caregiver,mo
<2.0,52,teacher_caregiver,mo
<2.0,53,teacher_caregiver,mo
<2.0,54,teacher_caregiver,mo
<2.0,55,teacher_caregiver,mo
2.0-2.2,56,teacher_caregiver,mo
2.0-2.2,57,teacher_caregiver,mo
2.0-2.2,58,teacher_caregiver,mo
2.3-2.5,59,teacher_caregiver,mo
2.3-2.5,60,teacher_caregiver,mo
2.6-2.8,61,teacher_caregiver,mo
2.6-2.8,62,teacher_caregiver,mo
2.9-2.11,63,teacher_caregiver,mo
2.9-2.11,64,teacher_caregiver,mo
3.0-3.2,65,teacher_caregiver,mo
3.0-3.2,66,teacher_caregiver,mo
3.3-3.5,67,teacher_caregiver,mo
3.6-3.8,68,teacher_caregiver,mo
3.6-3.8,69,teacher_caregiver,mo
3.9-3.11,70,teacher_caregiver,mo
4.0-4.2,71,teacher_caregiver,mo
4.3-4.5,72,teacher_caregiver,mo
4.3-4.5,73,teacher_caregiver,mo
4.6-4.8,74,teacher_caregiver,mo
4.9-4.11,75,teacher_caregiver,mo
5.3-5.5,76,teacher_caregiver,mo
>5.11,77,teacher_caregiver,mo
>5.11,78,teacher_caregiver,mo
<5.0,0,teacher,com
<5.0,1,teacher,com
<5.0,2,teacher,com
<5.0,3,teacher,com
<5.0,4,teacher,com
<5.0,5,teacher,com
<5.0,6,teacher,com
<5.0,7,teacher,com
<5.0,8,teacher,com
<5.0,9,teacher,com
<5.0,10,teacher,com
<5.0,11,teacher,com
<5.0,12,teacher,com
<5.0,13,teacher,com
<5.0,14,teacher,com
<5.0,15,teacher,com
<5.0,16,teacher,com
<5.0,17,teacher,com
<5.0,18,teacher,com
<5.0,19,teacher,com
<5.0,20,teacher,com
<5.0,21,teacher,com
<5.0,22,teacher,com
<5.0,23,teacher,com
<5.0,24,teacher,com
<5.0,25,teacher,com
<5.0,26,teacher,com
<5.0,27,teacher,com
<5.0,28,teacher,com
<5.0,29,teacher,com
<5.0,30,teacher,com
<5.0,31,teacher,com
<5.0,32,teacher,com
<5.0,33,teacher,com
<5.0,34,teacher,com
<5.0,35,teacher,com
<5.0,36,teacher,com
<5.0,37,teacher,com
<5.0,38,teacher,com
<5.0,39,teacher,com
5.0-5.3,40,teacher,com
5.0-5.3,41,teacher,com
5.0-5.3,42,teacher,com
5.4-5.7,43,teacher,com
5.4-5.7,44,teacher,com
5.8-5.11,45,teacher,com
5.8-5.11,46,teacher,com
6.0-6.3,47,teacher,com
6.0-6.3,48,teacher,com
6.4-6.7,49,teacher,com
6.8-6.11,50,teacher,com
7.0-7.3,51,teacher,com
7.4-7.7,52,teacher,com
7.8-7.11,53,teacher,com
8.0-8.3,54,teacher,com
8.4-8.7,55,teacher,com
8.8-8.11,56,teacher,com
9.0-9.3,57,teacher,com
9.4-9.7,58,teacher,com
9.8-9.11,59,teacher,com
10.8-10.11,60,teacher,com
11.8-11.11,61,teacher,com
12.8-12.11,62,teacher,com
14.0-14.11,63,teacher,com
16.0-16.11,64,teacher,com
17.0-21.11,65,teacher,com
>21.11,66,teacher,com
<5.0,0,teacher,fa
<5.0,1,teacher,fa
<5.0,2,teacher,fa
<5.0,3,teacher,fa
<5.0,4,teacher,fa
<5.0,5,teacher,fa
<5.0,6,teacher,fa
<5.0,7,teacher,fa
<5.0,8,teacher,fa
<5.0,9,teacher,fa
<5.0,10,teacher,fa
<5.0,11,teacher,fa
<5.0,12,teacher,fa
<5.0,13,teacher,fa
<5.0,14,teacher,fa
<5.0,15,teacher,fa
<5.0,16,teacher,fa
<5.0,17,teacher,fa
5.0-5.3,18,teacher,fa
5.0-5.3,19,teacher,fa
5.4-5.7,20,teacher,fa
5.4-5.7,21,teacher,fa
5.8-5.11,22,teacher,fa
6.0-6.3,23,teacher,fa
6.0-6.3,24,teacher,fa
6.4-6.7,25,teacher,fa
6.8-6.11,26,teacher,fa
6.8-6.11,27,teacher,fa
7.0-7.3,28,teacher,fa
7.4-7.7,29,teacher,fa
7.8-7.11,30,teacher,fa
8.0-8.3,31,teacher,fa
8.4-8.7,32,teacher,fa
9.0-9.3,33,teacher,fa
9.4-9.7,34,teacher,fa
10.0-10.3,35,teacher,fa
10.8-10.11,36,teacher,fa
11.4-11.7,37,teacher,fa
12.0-12.3,38,teacher,fa
12.8-12.11,39,teacher,fa
13.0-13.11,40,teacher,fa
15.0-15.11,41,teacher,fa
16.0-16.11,42,teacher,fa
17.0-21.11,43,teacher,fa
>21.11,44,teacher,fa
>21.11,45,teacher,fa
<5.0,0,teacher,sl
<5.0,1,teacher,sl
<5.0,2,teacher,sl
<5.0,3,teacher,sl
<5.0,4,teacher,sl
<5.0,5,teacher,sl
<5.0,6,teacher,sl
<5.0,7,teacher,sl
<5.0,8,teacher,sl
<5.0,9,teacher,sl
<5.0,10,teacher,sl
<5.0,11,teacher,sl
<5.0,12,teacher,sl
<5.0,13,teacher,sl
5.0-5.3,14,teacher,sl
5.0-5.3,15,teacher,sl
5.0-5.3,16,teacher,sl
5.0-5.3,17,teacher,sl
5.0-5.3,18,teacher,sl
5.4-5.7,19,teacher,sl
5.4-5.7,20,teacher,sl
5.4-5.7,21,teacher,sl
5.4-5.7,22,teacher,sl
5.4-5.7,23,teacher,sl
5.8-5.11,24,teacher,sl
5.8-5.11,25,teacher,sl
5.8-5.11,26,teacher,sl
5.8-5.11,27,teacher,sl
6.0-6.3,28,teacher,sl
6.0-6.3,29,teacher,sl
6.0-6.3,30,teacher,sl
6.0-6.3,31,teacher,sl
6.4-6.7,32,teacher,sl
6.4-6.7,33,teacher,sl
6.4-6.7,34,teacher,sl
6.4-6.7,35,teacher,sl
6.8-6.11,36,teacher,sl
6.8-6.11,37,teacher,sl
6.8-6.11,38,teacher,sl
7.0-7.3,39,teacher,sl
7.0-7.3,40,teacher,sl
7.0-7.3,41,teacher,sl
7.4-7.7,42,teacher,sl
7.4-7.7,43,teacher,sl
7.8-7.11,44,teacher,sl
7.8-7.11,45,teacher,sl
8.0-8.3,46,teacher,sl
8.0-8.3,47,teacher,sl
8.4-8.7,48,teacher,sl
8.4-8.7,49,teacher,sl
8.8-8.11,50,teacher,sl
9.0-9.3,51,teacher,sl
9.4-9.7,52,teacher,sl
9.8-9.11,53,teacher,sl
10.0-10.3,54,teacher,sl
10.4-10.7,55,teacher,sl
10.8-10.11,56,teacher,sl
110-11.3,57,teacher,sl
11.4-11.7,58,teacher,sl
12.0-12.3,59,teacher,sl
12.8-12.11,60,teacher,sl
14.0-14.11,61,teacher,sl
15.0-15.11,62,teacher,sl
16.0-16.11,63,teacher,sl
17.0-21.11,64,teacher,sl
>21.11,65,teacher,sl
>21.11,66,teacher,sl
<5.0,0,teacher,hs
<5.0,1,teacher,hs
<5.0,2,teacher,hs
<5.0,3,teacher,hs
<5.0,4,teacher,hs
<5.0,5,teacher,hs
<5.0,6,teacher,hs
<5.0,7,teacher,hs
<5.0,8,teacher,hs
<5.0,9,teacher,hs
<5.0,10,teacher,hs
<5.0,11,teacher,hs
<5.0,12,teacher,hs
<5.0,13,teacher,hs
<5.0,14,teacher,hs
<5.0,15,teacher,hs
<5.0,16,teacher,hs
<5.0,17,teacher,hs
<5.0,18,teacher,hs
<5.0,19,teacher,hs
<5.0,20,teacher,hs
<5.0,21,teacher,hs
<5.0,22,teacher,hs
<5.0,23,teacher,hs
<5.0,24,teacher,hs
<5.0,25,teacher,hs
<5.0,26,teacher,hs
<5.0,27,teacher,hs
<5.0,28,teacher,hs
<5.0,29,teacher,hs
<5.0,30,teacher,hs
<5.0,31,teacher,hs
<5.0,32,teacher,hs
<5.0,33,teacher,hs
<5.0,34,teacher,hs
<5.0,35,teacher,hs
<5.0,36,teacher,hs
<5.0,37,teacher,hs
<5.0,38,teacher,hs
<5.0,39,teacher,hs
<5.0,40,teacher,hs
<5.0,41,teacher,hs
5.0-5.3,42,teacher,hs
5.0-5.3,43,teacher,hs
5.0-5.3,44,teacher,hs
5.4-5.7,45,teacher,hs
5.4-5.7,46,teacher,hs
5.8-5.11,47,teacher,hs
5.8-5.11,48,teacher,hs
6.0-6.3,49,teacher,hs
6.0-6.3,50,teacher,hs
6.4-6.7,51,teacher,hs
6.8-6.11,52,teacher,hs
7.0-7.3,53,teacher,hs
7.4-7.7,54,teacher,hs
7.8-7.11,55,teacher,hs
8.0-8.3,56,teacher,hs
8.4-8.7,57,teacher,hs
8.8-8.11,58,teacher,hs
9.0-9.3,59,teacher,hs
110-11.3,60,teacher,hs
14.0-14.11,61,teacher,hs
16.0-16.11,62,teacher,hs
17.0-21.11,63,teacher,hs
>21.11,64,teacher,hs
>21.11,65,teacher,hs
>21.11,66,teacher,hs
<5.0,0,teacher,ls
<5.0,1,teacher,ls
<5.0,2,teacher,ls
<5.0,3,teacher,ls
<5.0,4,teacher,ls
<5.0,5,teacher,ls
<5.0,6,teacher,ls
<5.0,7,teacher,ls
<5.0,8,teacher,ls
<5.0,9,teacher,ls
<5.0,10,teacher,ls
<5.0,11,teacher,ls
<5.0,12,teacher,ls
<5.0,13,teacher,ls
<5.0,14,teacher,ls
<5.0,15,teacher,ls
<5.0,16,teacher,ls
<5.0,17,teacher,ls
<5.0,18,teacher,ls
<5.0,19,teacher,ls
<5.0,20,teacher,ls
<5.0,21,teacher,ls
<5.0,22,teacher,ls
<5.0,23,teacher,ls
<5.0,24,teacher,ls
<5.0,25,teacher,ls
<5.0,26,teacher,ls
<5.0,27,teacher,ls
<5.0,28,teacher,ls
<5.0,29,teacher,ls
<5.0,30,teacher,ls
<5.0,31,teacher,ls
5.0-5.3,32,teacher,ls
5.4-5.7,33,teacher,ls
5.4-5.7,34,teacher,ls
5.8-5.11,35,teacher,ls
6.0-6.3,36,teacher,ls
6.4-6.7,37,teacher,ls
6.8-6.11,38,teacher,ls
7.0-7.3,39,teacher,ls
7.4-7.7,40,teacher,ls
8.0-8.3,41,teacher,ls
9.4-9.7,42,teacher,ls
110-11.3,43,teacher,ls
13.0-13.11,44,teacher,ls
16.0-16.11,45,teacher,ls
<5.0,0,teacher,sc
<5.0,1,teacher,sc
<5.0,2,teacher,sc
<5.0,3,teacher,sc
<5.0,4,teacher,sc
<5.0,5,teacher,sc
<5.0,6,teacher,sc
<5.0,7,teacher,sc
<5.0,8,teacher,sc
<5.0,9,teacher,sc
<5.0,10,teacher,sc
<5.0,11,teacher,sc
<5.0,12,teacher,sc
<5.0,13,teacher,sc
<5.0,14,teacher,sc
<5.0,15,teacher,sc
<5.0,16,teacher,sc
<5.0,17,teacher,sc
<5.0,18,teacher,sc
<5.0,19,teacher,sc
<5.0,20,teacher,sc
<5.0,21,teacher,sc
<5.0,22,teacher,sc
<5.0,23,teacher,sc
<5.0,24,teacher,sc
<5.0,25,teacher,sc
<5.0,26,teacher,sc
<5.0,27,teacher,sc
<5.0,28,teacher,sc
